Student_ID,Skill_Name,Skill_Score,Assessment_Score,Course_Completion_Percentage,Learning_Hours,Assignment_Completion_Rate,Login_Frequency,Skill_Category,Proficiency_Level
S074,Machine Learning,54,58,87,90,60,28,AI,Beginner
S074,Deep Learning,91,83,71,54,62,13,AI,Advanced
S074,Data Visualization,44,43,67,82,47,9,Analytics,Beginner
S074,Power BI,96,90,74,25,97,18,Analytics,Advanced
S074,Tableau,72,47,90,85,82,2,Analytics,Intermediate
S074,Communication,45,61,53,71,51,4,Soft Skills,Beginner
S074,Problem Solving,51,84,41,6,54,23,Soft Skills,Beginner
S074,Critical Thinking,68,56,71,11,69,28,Soft Skills,Intermediate
S074,Cloud Computing,53,83,69,85,71,14,Cloud,Beginner
S074,AWS,45,90,63,10,66,18,Cloud,Beginner
S074,Azure,63,76,95,28,77,2,Cloud,Intermediate
S074,Docker,79,86,54,79,61,22,Cloud,Intermediate
S074,Git,63,40,57,48,51,25,Programming,Intermediate
S074,NLP,82,67,79,75,62,21,AI,Advanced
S074,Computer Vision,73,50,61,39,91,29,AI,Intermediate
S074,Data Engineering,81,67,98,86,53,18,Engineering,Advanced
S074,Big Data,67,63,47,57,47,4,Engineering,Intermediate
S074,Spark,66,75,44,53,73,8,Engineering,Intermediate
S074,Leadership,78,86,65,61,76,2,Soft Skills,Intermediate
S074,Project Management,46,79,67,43,78,28,Soft Skills,Beginner
S074,Cybersecurity,53,92,89,8,81,18,Security,Beginner
S075,Python,83,87,64,11,77,28,Programming,Advanced
S075,SQL,44,42,83,99,86,10,Programming,Beginner
S075,Excel,97,59,58,15,79,3,Analytics,Advanced
S075,Statistics,62,46,62,65,46,14,Analytics,Intermediate
S075,Machine Learning,73,81,58,62,48,16,AI,Intermediate
S075,Deep Learning,90,57,80,52,84,10,AI,Advanced
S075,Data Visualization,64,91,53,29,58,7,Analytics,Intermediate
S075,Power BI,94,54,55,31,79,10,Analytics,Advanced
S075,Tableau,43,90,58,32,60,27,Analytics,Beginner
S075,Communication,86,53,72,14,58,22,Soft Skills,Advanced
S075,Problem Solving,42,76,80,86,50,16,Soft Skills,Beginner
S075,Critical Thinking,41,51,93,10,82,27,Soft Skills,Beginner
S075,Cloud Computing,79,83,68,98,41,9,Cloud,Intermediate
S075,AWS,86,41,68,78,73,12,Cloud,Advanced
S075,Azure,94,47,76,64,72,15,Cloud,Advanced
S075,Docker,45,83,79,23,71,27,Cloud,Beginner
S075,Git,40,82,91,37,79,5,Programming,Beginner
S075,NLP,56,47,96,46,73,9,AI,Beginner
S075,Computer Vision,95,62,74,75,54,21,AI,Advanced
S075,Data Engineering,93,59,89,29,42,28,Engineering,Advanced
S075,Big Data,94,85,63,50,61,11,Engineering,Advanced
S075,Spark,87,47,78,39,88,14,Engineering,Advanced
S075,Leadership,77,47,93,41,66,28,Soft Skills,Intermediate
S075,Project Management,79,73,71,83,83,17,Soft Skills,Intermediate
S075,Cybersecurity,72,86,85,56,93,16,Security,Intermediate
S076,Python,68,48,72,64,88,29,Programming,Intermediate
S076,SQL,52,60,97,89,44,10,Programming,Beginner
S076,Excel,45,95,90,17,40,20,Analytics,Beginner
S076,Statistics,96,86,85,12,49,9,Analytics,Advanced
S076,Machine Learning,88,80,42,15,51,10,AI,Advanced
S076,Deep Learning,64,88,88,93,50,22,AI,Intermediate
S076,Data Visualization,75,78,92,94,53,7,Analytics,Intermediate
S076,Power BI,95,79,40,60,93,4,Analytics,Advanced
S076,Tableau,69,51,95,39,52,20,Analytics,Intermediate
S076,Communication,70,77,82,91,43,20,Soft Skills,Intermediate
S076,Problem Solving,55,46,61,97,50,24,Soft Skills,Beginner
S076,Critical Thinking,72,97,68,68,98,7,Soft Skills,Intermediate
S076,Cloud Computing,51,46,98,59,78,10,Cloud,Beginner
S076,AWS,87,65,79,77,80,2,Cloud,Advanced
S076,Azure,84,52,94,40,64,24,Cloud,Advanced
S076,Docker,83,56,41,17,70,29,Cloud,Advanced
S076,Git,89,67,99,31,54,8,Programming,Advanced
S076,NLP,54,72,59,46,51,5,AI,Beginner
S076,Computer Vision,48,62,47,18,66,25,AI,Beginner
S076,Data Engineering,52,94,60,35,76,16,Engineering,Beginner
S076,Big Data,97,82,93,9,52,28,Engineering,Advanced
S076,Spark,82,64,90,51,78,7,Engineering,Advanced
S076,Leadership,77,71,42,66,84,7,Soft Skills,Intermediate
S076,Project Management,76,94,89,90,47,17,Soft Skills,Intermediate
S076,Cybersecurity,91,66,72,85,81,12,Security,Advanced
S077,Python,87,85,66,12,62,28,Programming,Advanced
S077,SQL,81,88,98,97,89,20,Programming,Advanced
S077,Excel,55,56,55,23,95,24,Analytics,Beginner
S077,Statistics,47,77,77,57,68,9,Analytics,Beginner
S077,Machine Learning,75,65,70,48,99,12,AI,Intermediate
S077,Deep Learning,94,56,54,77,78,10,AI,Advanced
S077,Data Visualization,87,51,71,93,78,18,Analytics,Advanced
S077,Power BI,54,71,45,47,91,3,Analytics,Beginner
S077,Tableau,73,77,95,58,96,5,Analytics,Intermediate
S077,Communication,57,55,47,93,71,26,Soft Skills,Beginner
S077,Problem Solving,91,61,70,14,95,25,Soft Skills,Advanced
S077,Critical Thinking,51,92,67,74,98,20,Soft Skills,Beginner
S077,Cloud Computing,44,62,48,62,98,29,Cloud,Beginner
S077,AWS,55,93,85,26,47,27,Cloud,Beginner
S077,Azure,59,90,53,43,76,18,Cloud,Beginner
S077,Docker,73,50,93,37,70,27,Cloud,Intermediate
S077,Git,93,83,73,75,97,17,Programming,Advanced
S077,NLP,93,62,85,60,46,22,AI,Advanced
S077,Computer Vision,64,42,98,42,59,2,AI,Intermediate
S077,Data Engineering,88,83,83,34,56,27,Engineering,Advanced
S077,Big Data,49,74,59,22,84,12,Engineering,Beginner
S077,Spark,66,98,98,53,75,23,Engineering,Intermediate
S077,Leadership,71,49,50,74,98,9,Soft Skills,Intermediate
S077,Project Management,86,73,75,21,79,8,Soft Skills,Advanced
S077,Cybersecurity,93,51,60,44,58,3,Security,Advanced
S078,Python,57,92,90,68,58,15,Programming,Beginner
S078,SQL,45,55,47,22,91,16,Programming,Beginner
S078,Excel,82,78,88,16,84,10,Analytics,Advanced
S078,Statistics,46,85,94,5,88,4,Analytics,Beginner
S078,Machine Learning,60,76,91,28,94,25,AI,Intermediate
S078,Deep Learning,46,81,56,97,69,7,AI,Beginner
S078,Data Visualization,72,46,97,28,50,9,Analytics,Intermediate
S078,Power BI,51,74,43,96,96,13,Analytics,Beginner
S078,Tableau,62,58,81,43,63,16,Analytics,Intermediate
S078,Communication,72,51,73,75,50,29,Soft Skills,Intermediate
S078,Problem Solving,52,70,41,19,96,11,Soft Skills,Beginner
S078,Critical Thinking,73,78,43,79,68,2,Soft Skills,Intermediate
S078,Cloud Computing,55,78,52,41,56,21,Cloud,Beginner
S078,AWS,83,99,58,75,77,8,Cloud,Advanced
S078,Azure,52,76,41,45,50,24,Cloud,Beginner
S078,Docker,45,65,46,87,45,11,Cloud,Beginner
S078,Git,68,82,78,70,58,4,Programming,Intermediate
S078,NLP,97,45,88,61,76,29,AI,Advanced
S078,Computer Vision,67,69,46,77,64,1,AI,Intermediate
S078,Data Engineering,40,90,45,22,49,28,Engineering,Beginner
S078,Big Data,50,72,40,81,76,20,Engineering,Beginner
S078,Spark,40,91,42,86,80,14,Engineering,Beginner
S078,Leadership,70,66,56,59,85,29,Soft Skills,Intermediate
S078,Project Management,75,76,65,57,56,22,Soft Skills,Intermediate
S078,Cybersecurity,64,41,94,90,44,4,Security,Intermediate
S079,Python,75,45,91,25,52,22,Programming,Intermediate
S079,SQL,76,94,64,30,94,7,Programming,Intermediate
S079,Excel,59,72,53,60,75,17,Analytics,Beginner
S079,Statistics,60,85,55,20,95,20,Analytics,Intermediate
S079,Machine Learning,68,67,47,92,42,25,AI,Intermediate
S079,Deep Learning,58,72,41,83,61,28,AI,Beginner
S079,Data Visualization,49,57,61,50,88,27,Analytics,Beginner
S079,Power BI,52,72,44,94,52,27,Analytics,Beginner
S079,Tableau,96,53,63,71,86,19,Analytics,Advanced
S079,Communication,88,69,74,52,53,12,Soft Skills,Advanced
S079,Problem Solving,67,83,68,47,56,8,Soft Skills,Intermediate
S079,Critical Thinking,88,60,96,91,59,11,Soft Skills,Advanced
S079,Cloud Computing,96,96,73,78,49,11,Cloud,Advanced
S079,AWS,99,45,75,92,51,11,Cloud,Advanced
S079,Azure,94,62,66,62,96,13,Cloud,Advanced
S079,Docker,76,45,40,10,89,22,Cloud,Intermediate
S079,Git,80,63,64,83,65,8,Programming,Advanced
S079,NLP,90,63,87,74,93,3,AI,Advanced
S079,Computer Vision,81,40,99,50,75,26,AI,Advanced
S079,Data Engineering,51,77,50,16,81,18,Engineering,Beginner
S079,Big Data,78,46,50,40,91,1,Engineering,Intermediate
S079,Spark,52,57,80,62,95,24,Engineering,Beginner
S079,Leadership,48,70,94,14,99,2,Soft Skills,Beginner
S079,Project Management,77,54,42,47,70,6,Soft Skills,Intermediate
S079,Cybersecurity,42,95,50,19,84,20,Security,Beginner
S080,Python,67,49,77,51,96,18,Programming,Intermediate
S080,SQL,89,46,54,22,57,20,Programming,Advanced
S080,Excel,80,63,41,88,73,11,Analytics,Advanced
S080,Statistics,65,46,77,98,81,5,Analytics,Intermediate
S080,Machine Learning,50,40,73,5,58,2,AI,Beginner
S080,Deep Learning,60,59,62,25,63,4,AI,Intermediate
S080,Data Visualization,51,61,59,86,40,1,Analytics,Beginner
S080,Power BI,63,53,75,73,50,24,Analytics,Intermediate
S080,Tableau,99,70,94,81,55,24,Analytics,Advanced
S080,Communication,52,63,93,30,41,16,Soft Skills,Beginner
S080,Problem Solving,77,85,40,79,90,3,Soft Skills,Intermediate
S080,Critical Thinking,82,68,76,85,97,22,Soft Skills,Advanced
S080,Cloud Computing,78,81,67,33,82,3,Cloud,Intermediate
S080,AWS,91,49,98,18,51,15,Cloud,Advanced
S080,Azure,81,69,71,36,81,26,Cloud,Advanced
S080,Docker,90,40,95,6,56,24,Cloud,Advanced
S080,Git,78,46,91,95,48,22,Programming,Intermediate
S080,NLP,73,85,88,5,48,20,AI,Intermediate
S080,Computer Vision,92,58,75,44,84,4,AI,Advanced
S080,Data Engineering,48,80,61,22,51,10,Engineering,Beginner
S080,Big Data,82,78,48,10,58,16,Engineering,Advanced
S080,Spark,86,46,55,73,55,1,Engineering,Advanced
S080,Leadership,90,76,78,87,93,5,Soft Skills,Advanced
S080,Project Management,56,65,61,66,47,29,Soft Skills,Beginner
S080,Cybersecurity,72,41,69,24,99,18,Security,Intermediate
S081,Python,82,96,49,28,95,4,Programming,Advanced
S081,SQL,76,43,52,93,52,18,Programming,Intermediate
S081,Excel,98,63,41,52,72,26,Analytics,Advanced
S081,Statistics,58,48,67,39,96,7,Analytics,Beginner
S081,Machine Learning,49,40,81,89,48,28,AI,Beginner
S081,Deep Learning,86,54,74,61,44,9,AI,Advanced
S081,Data Visualization,97,61,80,91,46,24,Analytics,Advanced
S081,Power BI,62,83,64,95,80,6,Analytics,Intermediate
S081,Tableau,94,73,48,64,88,1,Analytics,Advanced
S081,Communication,90,99,45,41,70,2,Soft Skills,Advanced
S081,Problem Solving,80,68,97,18,75,4,Soft Skills,Advanced
S081,Critical Thinking,92,54,47,30,75,16,Soft Skills,Advanced
S081,Cloud Computing,60,67,43,66,55,22,Cloud,Intermediate
S081,AWS,51,55,90,46,76,29,Cloud,Beginner
S081,Azure,57,49,81,43,57,1,Cloud,Beginner
S081,Docker,78,60,40,19,43,28,Cloud,Intermediate
S081,Git,59,49,62,38,99,14,Programming,Beginner
S081,NLP,87,72,73,65,49,22,AI,Advanced
S081,Computer Vision,59,40,52,5,44,16,AI,Beginner
S081,Data Engineering,54,88,67,99,62,16,Engineering,Beginner
S081,Big Data,84,82,56,17,53,11,Engineering,Advanced
S081,Spark,67,81,71,65,98,17,Engineering,Intermediate
S081,Leadership,86,48,49,12,60,13,Soft Skills,Advanced
S081,Project Management,98,89,44,74,69,17,Soft Skills,Advanced
S081,Cybersecurity,50,59,87,77,41,5,Security,Beginner
S082,Python,40,43,75,58,97,25,Programming,Beginner
S082,SQL,42,48,61,91,51,10,Programming,Beginner
S082,Excel,73,82,49,98,61,6,Analytics,Intermediate
S082,Statistics,89,41,69,70,71,10,Analytics,Advanced
S082,Machine Learning,55,51,40,76,87,18,AI,Beginner
S082,Deep Learning,52,54,92,48,47,10,AI,Beginner
S082,Data Visualization,85,44,89,23,86,6,Analytics,Advanced
S082,Power BI,98,50,92,47,59,20,Analytics,Advanced
S082,Tableau,60,57,96,54,49,2,Analytics,Intermediate
S082,Communication,65,69,48,35,81,23,Soft Skills,Intermediate
S082,Problem Solving,43,45,53,72,65,15,Soft Skills,Beginner
S082,Critical Thinking,87,78,56,23,90,17,Soft Skills,Advanced
S082,Cloud Computing,45,68,50,84,69,25,Cloud,Beginner
S082,AWS,79,50,46,30,95,22,Cloud,Intermediate
S082,Azure,64,58,70,30,81,9,Cloud,Intermediate
S082,Docker,75,62,86,17,64,2,Cloud,Intermediate
S082,Git,41,55,48,32,52,3,Programming,Beginner
S082,NLP,80,52,70,89,71,22,AI,Advanced
S082,Computer Vision,73,47,98,45,87,2,AI,Intermediate
S082,Data Engineering,77,71,93,44,97,28,Engineering,Intermediate
S082,Big Data,76,80,40,78,94,4,Engineering,Intermediate
S082,Spark,74,49,86,79,53,6,Engineering,Intermediate
S082,Leadership,51,84,56,84,74,2,Soft Skills,Beginner
S082,Project Management,50,80,42,33,57,20,Soft Skills,Beginner
S082,Cybersecurity,86,53,73,53,93,26,Security,Advanced
S083,Python,79,81,97,86,69,25,Programming,Intermediate
S083,SQL,58,47,67,12,70,3,Programming,Beginner
S083,Excel,42,83,61,85,75,17,Analytics,Beginner
S083,Statistics,53,90,48,66,69,21,Analytics,Beginner
S083,Machine Learning,51,76,71,15,59,3,AI,Beginner
S083,Deep Learning,92,86,85,79,91,8,AI,Advanced
S083,Data Visualization,43,66,83,44,77,15,Analytics,Beginner
S083,Power BI,69,83,87,95,60,20,Analytics,Intermediate
S083,Tableau,59,99,43,15,52,29,Analytics,Beginner
S083,Communication,48,43,51,77,52,16,Soft Skills,Beginner
S083,Problem Solving,65,77,81,81,78,28,Soft Skills,Intermediate
S083,Critical Thinking,97,58,63,87,88,13,Soft Skills,Advanced
S083,Cloud Computing,52,97,67,70,49,22,Cloud,Beginner
S083,AWS,52,97,48,18,87,20,Cloud,Beginner
S083,Azure,54,71,72,21,63,13,Cloud,Beginner
S083,Docker,98,86,87,20,41,17,Cloud,Advanced
S083,Git,71,82,47,7,51,20,Programming,Intermediate
S083,NLP,55,53,55,63,92,17,AI,Beginner
S083,Computer Vision,82,88,90,37,69,27,AI,Advanced
S083,Data Engineering,51,54,57,96,62,14,Engineering,Beginner
S083,Big Data,69,72,84,66,54,7,Engineering,Intermediate
S083,Spark,54,91,81,50,77,14,Engineering,Beginner
S083,Leadership,95,96,93,48,50,29,Soft Skills,Advanced
S083,Project Management,70,64,91,58,63,25,Soft Skills,Intermediate
S083,Cybersecurity,58,41,61,24,72,8,Security,Beginner
S084,Python,64,85,48,61,62,5,Programming,Intermediate
S084,SQL,94,64,47,20,93,16,Programming,Advanced
S084,Excel,84,91,54,69,61,3,Analytics,Advanced
S084,Statistics,77,93,53,40,57,15,Analytics,Intermediate
S084,Machine Learning,80,57,42,14,88,7,AI,Advanced
S084,Deep Learning,86,40,66,61,66,11,AI,Advanced
S084,Data Visualization,88,44,46,87,96,24,Analytics,Advanced
S084,Power BI,68,54,74,80,69,20,Analytics,Intermediate
S084,Tableau,76,42,48,45,78,26,Analytics,Intermediate
S084,Communication,41,62,62,89,55,9,Soft Skills,Beginner
S084,Problem Solving,52,67,66,55,91,17,Soft Skills,Beginner
S084,Critical Thinking,77,75,40,22,90,9,Soft Skills,Intermediate
S084,Cloud Computing,52,79,94,83,82,12,Cloud,Beginner
S084,AWS,85,43,72,28,75,19,Cloud,Advanced
S084,Azure,80,49,75,24,80,13,Cloud,Advanced
S084,Docker,83,50,51,66,57,12,Cloud,Advanced
S084,Git,87,76,59,29,51,21,Programming,Advanced
S084,NLP,64,50,48,54,64,3,AI,Intermediate
S084,Computer Vision,91,71,88,18,40,17,AI,Advanced
S084,Data Engineering,64,98,47,73,44,9,Engineering,Intermediate
S084,Big Data,74,58,62,13,93,18,Engineering,Intermediate
S084,Spark,55,72,41,18,85,1,Engineering,Beginner
S084,Leadership,65,97,64,20,54,26,Soft Skills,Intermediate
S084,Project Management,86,83,55,18,68,24,Soft Skills,Advanced
S084,Cybersecurity,86,94,54,87,47,2,Security,Advanced
S085,Python,41,66,49,91,88,8,Programming,Beginner
S085,SQL,67,62,43,18,92,10,Programming,Intermediate
S085,Excel,68,40,43,67,71,1,Analytics,Intermediate
S085,Statistics,88,65,56,91,71,20,Analytics,Advanced
S085,Machine Learning,54,52,99,70,99,19,AI,Beginner
S085,Deep Learning,63,84,63,15,98,22,AI,Intermediate
S085,Data Visualization,54,49,80,31,99,9,Analytics,Beginner
S085,Power BI,91,67,40,21,70,12,Analytics,Advanced
S085,Tableau,49,76,68,86,86,6,Analytics,Beginner
S085,Communication,78,88,45,80,92,14,Soft Skills,Intermediate
S085,Problem Solving,83,94,49,58,59,15,Soft Skills,Advanced
S085,Critical Thinking,70,46,97,14,49,16,Soft Skills,Intermediate
S085,Cloud Computing,78,67,69,41,94,3,Cloud,Intermediate
S085,AWS,89,82,54,89,91,5,Cloud,Advanced
S085,Azure,95,51,43,13,78,10,Cloud,Advanced
S085,Docker,67,62,84,65,79,12,Cloud,Intermediate
S085,Git,61,63,90,62,65,1,Programming,Intermediate
S085,NLP,55,61,88,61,89,11,AI,Beginner
S085,Computer Vision,57,46,89,94,47,6,AI,Beginner
S085,Data Engineering,69,78,62,36,61,10,Engineering,Intermediate
S085,Big Data,82,96,84,13,70,7,Engineering,Advanced
S085,Spark,48,52,97,7,74,1,Engineering,Beginner
S085,Leadership,60,70,91,38,71,25,Soft Skills,Intermediate
S085,Project Management,74,54,95,10,84,21,Soft Skills,Intermediate
S085,Cybersecurity,72,71,91,87,72,28,Security,Intermediate
S086,Python,70,60,93,68,54,14,Programming,Intermediate
S086,SQL,58,82,54,10,91,9,Programming,Beginner
S086,Excel,76,59,73,42,65,18,Analytics,Intermediate
S086,Statistics,67,94,90,77,71,27,Analytics,Intermediate
S086,Machine Learning,92,95,98,74,53,28,AI,Advanced
S086,Deep Learning,97,63,52,47,51,19,AI,Advanced
S086,Data Visualization,58,60,66,87,63,26,Analytics,Beginner
S086,Power BI,84,67,85,86,83,4,Analytics,Advanced
S086,Tableau,81,68,56,72,83,13,Analytics,Advanced
S086,Communication,98,68,43,78,64,3,Soft Skills,Advanced
S086,Problem Solving,86,41,96,93,88,6,Soft Skills,Advanced
S086,Critical Thinking,65,47,74,31,64,18,Soft Skills,Intermediate
S086,Cloud Computing,93,40,87,7,94,4,Cloud,Advanced
S086,AWS,80,76,90,19,47,6,Cloud,Advanced
S086,Azure,89,58,95,51,65,7,Cloud,Advanced
S086,Docker,49,77,53,53,80,19,Cloud,Beginner
S086,Git,69,44,94,99,46,19,Programming,Intermediate
S086,NLP,70,91,97,92,73,25,AI,Intermediate
S086,Computer Vision,62,87,84,44,45,6,AI,Intermediate
S086,Data Engineering,80,75,66,79,44,25,Engineering,Advanced
S086,Big Data,56,91,46,95,86,25,Engineering,Beginner
S086,Spark,54,85,52,15,99,13,Engineering,Beginner
S086,Leadership,65,61,67,28,68,9,Soft Skills,Intermediate
S086,Project Management,81,43,88,50,95,18,Soft Skills,Advanced
S086,Cybersecurity,82,55,72,97,78,28,Security,Advanced
S087,Python,49,48,98,35,67,28,Programming,Beginner
S087,SQL,96,42,93,59,53,26,Programming,Advanced
S087,Excel,64,54,41,28,53,16,Analytics,Intermediate
S087,Statistics,46,75,89,28,66,5,Analytics,Beginner
S087,Machine Learning,77,69,66,43,54,26,AI,Intermediate
S087,Deep Learning,40,95,43,33,96,1,AI,Beginner
S087,Data Visualization,82,89,85,90,50,10,Analytics,Advanced
S087,Power BI,98,56,75,60,86,26,Analytics,Advanced
S087,Tableau,87,60,52,13,50,11,Analytics,Advanced
S087,Communication,45,40,93,74,52,22,Soft Skills,Beginner
S087,Problem Solving,95,70,61,41,86,27,Soft Skills,Advanced
S087,Critical Thinking,89,91,53,51,97,5,Soft Skills,Advanced
S087,Cloud Computing,97,75,71,68,46,10,Cloud,Advanced
S087,AWS,87,49,89,85,69,21,Cloud,Advanced
S087,Azure,99,52,40,69,86,1,Cloud,Advanced
S087,Docker,77,64,65,81,98,28,Cloud,Intermediate
S087,Git,72,76,80,34,96,17,Programming,Intermediate
S087,NLP,87,47,88,51,95,1,AI,Advanced
S087,Computer Vision,51,44,63,10,64,1,AI,Beginner
S087,Data Engineering,64,40,71,7,88,19,Engineering,Intermediate
S087,Big Data,99,82,68,54,41,9,Engineering,Advanced
S087,Spark,95,56,99,40,56,17,Engineering,Advanced
S087,Leadership,51,99,59,54,42,11,Soft Skills,Beginner
S087,Project Management,96,89,43,85,89,5,Soft Skills,Advanced
S087,Cybersecurity,85,81,54,37,55,11,Security,Advanced
S088,Python,94,59,77,28,93,16,Programming,Advanced
S088,SQL,69,73,40,92,63,9,Programming,Intermediate
S088,Excel,61,51,56,93,67,29,Analytics,Intermediate
S088,Statistics,54,69,90,31,61,10,Analytics,Beginner
S088,Machine Learning,97,70,66,16,85,9,AI,Advanced
S088,Deep Learning,98,84,74,57,85,21,AI,Advanced
S088,Data Visualization,49,55,46,8,66,20,Analytics,Beginner
S088,Power BI,94,64,70,79,87,20,Analytics,Advanced
S088,Tableau,75,93,93,21,84,11,Analytics,Intermediate
S088,Communication,69,74,80,26,92,11,Soft Skills,Intermediate
S088,Problem Solving,87,90,66,41,85,17,Soft Skills,Advanced
S088,Critical Thinking,74,43,55,84,60,26,Soft Skills,Intermediate
S088,Cloud Computing,96,75,58,85,84,26,Cloud,Advanced
S088,AWS,61,94,97,67,95,28,Cloud,Intermediate
S088,Azure,40,83,75,47,76,2,Cloud,Beginner
S088,Docker,56,79,77,89,48,13,Cloud,Beginner
S088,Git,50,55,55,6,81,12,Programming,Beginner
S088,NLP,47,82,81,81,96,17,AI,Beginner
S088,Computer Vision,78,63,42,34,91,13,AI,Intermediate
S088,Data Engineering,58,46,48,87,84,22,Engineering,Beginner
S088,Big Data,79,61,57,65,62,2,Engineering,Intermediate
S088,Spark,89,89,50,35,72,14,Engineering,Advanced
S088,Leadership,55,50,72,11,70,29,Soft Skills,Beginner
S088,Project Management,87,85,86,82,67,21,Soft Skills,Advanced
S088,Cybersecurity,82,55,58,85,98,26,Security,Advanced
S089,Python,45,82,88,77,89,17,Programming,Beginner
S089,SQL,70,51,62,58,93,5,Programming,Intermediate
S089,Excel,82,75,98,40,42,26,Analytics,Advanced
S089,Statistics,63,94,96,21,78,26,Analytics,Intermediate
S089,Machine Learning,43,94,84,80,40,21,AI,Beginner
S089,Deep Learning,58,60,91,86,82,20,AI,Beginner
S089,Data Visualization,42,88,83,36,49,8,Analytics,Beginner
S089,Power BI,54,44,43,32,92,20,Analytics,Beginner
S089,Tableau,90,92,43,83,56,12,Analytics,Advanced
S089,Communication,42,49,86,60,62,18,Soft Skills,Beginner
S089,Problem Solving,40,74,92,62,70,27,Soft Skills,Beginner
S089,Critical Thinking,83,40,42,71,76,19,Soft Skills,Advanced
S089,Cloud Computing,68,64,72,65,68,26,Cloud,Intermediate
S089,AWS,65,43,88,18,89,27,Cloud,Intermediate
S089,Azure,72,61,87,7,62,21,Cloud,Intermediate
S089,Docker,80,62,43,25,76,11,Cloud,Advanced
S089,Git,70,60,65,45,97,3,Programming,Intermediate
S089,NLP,77,63,50,33,86,23,AI,Intermediate
S089,Computer Vision,99,42,40,65,93,19,AI,Advanced
S089,Data Engineering,85,88,61,82,88,25,Engineering,Advanced
S089,Big Data,98,53,83,20,72,13,Engineering,Advanced
S089,Spark,77,88,51,59,90,6,Engineering,Intermediate
S089,Leadership,78,72,72,33,44,6,Soft Skills,Intermediate
S089,Project Management,70,55,70,93,87,14,Soft Skills,Intermediate
S089,Cybersecurity,72,52,91,14,63,10,Security,Intermediate
S090,Python,80,70,52,7,98,18,Programming,Advanced
S090,SQL,91,73,88,32,58,23,Programming,Advanced
S090,Excel,84,71,52,73,95,3,Analytics,Advanced
S090,Statistics,99,46,63,67,61,13,Analytics,Advanced
S090,Machine Learning,62,69,99,22,71,24,AI,Intermediate
S090,Deep Learning,92,46,72,73,88,28,AI,Advanced
S090,Data Visualization,47,54,91,8,73,5,Analytics,Beginner
S090,Power BI,72,96,44,42,73,26,Analytics,Intermediate
S090,Tableau,65,40,43,43,93,26,Analytics,Intermediate
S090,Communication,72,72,47,24,55,21,Soft Skills,Intermediate
S090,Problem Solving,84,94,95,94,62,18,Soft Skills,Advanced
S090,Critical Thinking,70,91,81,16,40,10,Soft Skills,Intermediate
S090,Cloud Computing,48,42,99,94,48,10,Cloud,Beginner
S090,AWS,90,55,63,82,42,2,Cloud,Advanced
S090,Azure,72,89,63,77,52,2,Cloud,Intermediate
S090,Docker,46,87,60,23,64,15,Cloud,Beginner
S090,Git,61,50,72,36,60,7,Programming,Intermediate
S090,NLP,59,47,81,13,64,25,AI,Beginner
S090,Computer Vision,72,41,58,24,81,9,AI,Intermediate
S090,Data Engineering,81,68,45,21,99,25,Engineering,Advanced
S090,Big Data,77,43,69,88,42,23,Engineering,Intermediate
S090,Spark,90,57,65,60,75,8,Engineering,Advanced
S090,Leadership,56,70,76,31,84,4,Soft Skills,Beginner
S090,Project Management,61,65,71,92,85,3,Soft Skills,Intermediate
S090,Cybersecurity,76,71,46,37,70,23,Security,Intermediate
S091,Python,51,50,63,76,71,25,Programming,Beginner
S091,SQL,77,99,61,23,91,20,Programming,Intermediate
S091,Excel,95,53,72,14,55,4,Analytics,Advanced
S091,Statistics,66,67,82,84,98,20,Analytics,Intermediate
S091,Machine Learning,72,87,58,25,61,9,AI,Intermediate
S091,Deep Learning,48,48,66,21,83,25,AI,Beginner
S091,Data Visualization,84,47,55,22,98,1,Analytics,Advanced
S091,Power BI,40,51,45,45,94,5,Analytics,Beginner
S091,Tableau,98,55,57,53,57,1,Analytics,Advanced
S091,Communication,58,93,47,7,97,25,Soft Skills,Beginner
S091,Problem Solving,97,44,94,44,58,18,Soft Skills,Advanced
S091,Critical Thinking,89,92,70,37,86,18,Soft Skills,Advanced
S091,Cloud Computing,96,78,55,84,86,6,Cloud,Advanced
S091,AWS,80,46,53,57,87,25,Cloud,Advanced
S091,Azure,71,77,61,20,91,29,Cloud,Intermediate
S091,Docker,55,51,56,68,66,25,Cloud,Beginner
S091,Git,52,47,95,9,51,9,Programming,Beginner
S091,NLP,42,74,72,90,89,24,AI,Beginner
S091,Computer Vision,83,48,80,86,89,29,AI,Advanced
S091,Data Engineering,78,66,75,49,56,24,Engineering,Intermediate
S091,Big Data,73,85,42,73,53,3,Engineering,Intermediate
S091,Spark,62,78,69,65,62,27,Engineering,Intermediate
S091,Leadership,93,49,64,81,55,9,Soft Skills,Advanced
S091,Project Management,73,94,76,65,61,17,Soft Skills,Intermediate
S091,Cybersecurity,62,93,75,53,48,20,Security,Intermediate
S092,Python,41,71,95,54,92,27,Programming,Beginner
S092,SQL,61,82,52,12,98,1,Programming,Intermediate
S092,Excel,56,51,43,81,70,29,Analytics,Beginner
S092,Statistics,80,98,46,91,63,5,Analytics,Advanced
S092,Machine Learning,44,56,69,77,45,25,AI,Beginner
S092,Deep Learning,58,55,60,70,49,16,AI,Beginner
S092,Data Visualization,76,54,52,81,71,13,Analytics,Intermediate
S092,Power BI,86,85,47,47,57,24,Analytics,Advanced
S092,Tableau,75,65,49,35,72,29,Analytics,Intermediate
